	subject	activity	measure	value
1550	20	WALKING	tBodyAccJerk-mean()-Z	0.006344572
1551	21	WALKING	tBodyAccJerk-mean()-Z	-0.010181342
1552	22	WALKING	tBodyAccJerk-mean()-Z	0.004436914
1553	23	WALKING	tBodyAccJerk-mean()-Z	-0.001908106
1554	24	WALKING	tBodyAccJerk-mean()-Z	-0.011640139
1555	25	WALKING	tBodyAccJerk-mean()-Z	-0.003350987
1556	26	WALKING	tBodyAccJerk-mean()-Z	-0.006183058
1557	27	WALKING	tBodyAccJerk-mean()-Z	-0.020752327
1558	28	WALKING	tBodyAccJerk-mean()-Z	-0.007629152
1559	29	WALKING	tBodyAccJerk-mean()-Z	0.009415473
1560	30	WALKING	tBodyAccJerk-mean()-Z	-0.007395342
1561	1	WALKING_DOWNSTAIRS	tBodyAccJerk-mean()-Z	-0.010971973
1562	2	WALKING_DOWNSTAIRS	tBodyAccJerk-mean()-Z	-0.020935168
1563	3	WALKING_DOWNSTAIRS	tBodyAccJerk-mean()-Z	-0.00202728
1564	4	WALKING_DOWNSTAIRS	tBodyAccJerk-mean()-Z	-0.007291378
1565	5	WALKING_DOWNSTAIRS	tBodyAccJerk-mean()-Z	0.021339766
1566	6	WALKING_DOWNSTAIRS	tBodyAccJerk-mean()-Z	-0.009324706
1567	7	WALKING_DOWNSTAIRS	tBodyAccJerk-mean()-Z	-0.016039039
1568	8	WALKING_DOWNSTAIRS	tBodyAccJerk-mean()-Z	-0.039435616
1569	9	WALKING_DOWNSTAIRS	tBodyAccJerk-mean()-Z	0.002625689
1570	10	WALKING_DOWNSTAIRS	tBodyAccJerk-mean()-Z	0.000152617
1571	11	WALKING_DOWNSTAIRS	tBodyAccJerk-mean()-Z	-0.022520891
1572	12	WALKING_DOWNSTAIRS	tBodyAccJerk-mean()-Z	0.004852624
1573	13	WALKING_DOWNSTAIRS	tBodyAccJerk-mean()-Z	-0.025297767
1574	14	WALKING_DOWNSTAIRS	tBodyAccJerk-mean()-Z	0.01049526
1575	15	WALKING_DOWNSTAIRS	tBodyAccJerk-mean()-Z	-0.01002129
1576	16	WALKING_DOWNSTAIRS	tBodyAccJerk-mean()-Z	-0.029312256
1577	17	WALKING_DOWNSTAIRS	tBodyAccJerk-mean()-Z	-0.009398381
1578	18	WALKING_DOWNSTAIRS	tBodyAccJerk-mean()-Z	-0.014176992
1579	19	WALKING_DOWNSTAIRS	tBodyAccJerk-mean()-Z	-0.009552025
1580	20	WALKING_DOWNSTAIRS	tBodyAccJerk-mean()-Z	-0.002534821
1581	21	WALKING_DOWNSTAIRS	tBodyAccJerk-mean()-Z	-0.012555109
1582	22	WALKING_DOWNSTAIRS	tBodyAccJerk-mean()-Z	0.011249902
1583	23	WALKING_DOWNSTAIRS	tBodyAccJerk-mean()-Z	-0.000982717
1584	24	WALKING_DOWNSTAIRS	tBodyAccJerk-mean()-Z	-0.008469159
1585	25	WALKING_DOWNSTAIRS	tBodyAccJerk-mean()-Z	-0.011334879
1586	26	WALKING_DOWNSTAIRS	tBodyAccJerk-mean()-Z	-0.011891143
1587	27	WALKING_DOWNSTAIRS	tBodyAccJerk-mean()-Z	-0.009850348
1588	28	WALKING_DOWNSTAIRS	tBodyAccJerk-mean()-Z	0.001239501
1589	29	WALKING_DOWNSTAIRS	tBodyAccJerk-mean()-Z	-0.014064298
1590	30	WALKING_DOWNSTAIRS	tBodyAccJerk-mean()-Z	-0.011830142
1591	1	WALKING_UPSTAIRS	tBodyAccJerk-mean()-Z	-0.045562545
1592	2	WALKING_UPSTAIRS	tBodyAccJerk-mean()-Z	0.019481439
1593	3	WALKING_UPSTAIRS	tBodyAccJerk-mean()-Z	0.020820554
1594	4	WALKING_UPSTAIRS	tBodyAccJerk-mean()-Z	0.003402808
1595	5	WALKING_UPSTAIRS	tBodyAccJerk-mean()-Z	-0.025590953
1596	6	WALKING_UPSTAIRS	tBodyAccJerk-mean()-Z	-0.002378166
1597	7	WALKING_UPSTAIRS	tBodyAccJerk-mean()-Z	-7.45E-05
1598	8	WALKING_UPSTAIRS	tBodyAccJerk-mean()-Z	-0.067458392
1599	9	WALKING_UPSTAIRS	tBodyAccJerk-mean()-Z	0.007660466
1600	10	WALKING_UPSTAIRS	tBodyAccJerk-mean()-Z	-0.051337583
1601	11	WALKING_UPSTAIRS	tBodyAccJerk-mean()-Z	-0.01514639
1602	12	WALKING_UPSTAIRS	tBodyAccJerk-mean()-Z	0.009066628
1603	13	WALKING_UPSTAIRS	tBodyAccJerk-mean()-Z	-0.02541263
1604	14	WALKING_UPSTAIRS	tBodyAccJerk-mean()-Z	0.003441995
1605	15	WALKING_UPSTAIRS	tBodyAccJerk-mean()-Z	-0.005258799
1606	16	WALKING_UPSTAIRS	tBodyAccJerk-mean()-Z	0.038053359
1607	17	WALKING_UPSTAIRS	tBodyAccJerk-mean()-Z	0.007595338
1608	18	WALKING_UPSTAIRS	tBodyAccJerk-mean()-Z	0.009358966
1609	19	WALKING_UPSTAIRS	tBodyAccJerk-mean()-Z	0.031668198
1610	20	WALKING_UPSTAIRS	tBodyAccJerk-mean()-Z	-0.024542099
1611	21	WALKING_UPSTAIRS	tBodyAccJerk-mean()-Z	-0.036011547
1612	22	WALKING_UPSTAIRS	tBodyAccJerk-mean()-Z	-0.033616971
1613	23	WALKING_UPSTAIRS	tBodyAccJerk-mean()-Z	0.015923417
1614	24	WALKING_UPSTAIRS	tBodyAccJerk-mean()-Z	-0.013235365
1615	25	WALKING_UPSTAIRS	tBodyAccJerk-mean()-Z	-0.011690681
1616	26	WALKING_UPSTAIRS	tBodyAccJerk-mean()-Z	-0.011708928
1617	27	WALKING_UPSTAIRS	tBodyAccJerk-mean()-Z	0.006746791
1618	28	WALKING_UPSTAIRS	tBodyAccJerk-mean()-Z	0.007490817
1619	29	WALKING_UPSTAIRS	tBodyAccJerk-mean()-Z	-0.029071387
1620	30	WALKING_UPSTAIRS	tBodyAccJerk-mean()-Z	0.01615062
1621	1	LAYING	tBodyGyro-mean()-X	-0.016553094
1622	2	LAYING	tBodyGyro-mean()-X	-0.018476607
1623	3	LAYING	tBodyGyro-mean()-X	-0.020817054
1624	4	LAYING	tBodyGyro-mean()-X	-0.009231563
1625	5	LAYING	tBodyGyro-mean()-X	-0.021893501
1626	6	LAYING	tBodyGyro-mean()-X	-0.007960503
1627	7	LAYING	tBodyGyro-mean()-X	-0.002826419
1628	8	LAYING	tBodyGyro-mean()-X	0.005353612
1629	9	LAYING	tBodyGyro-mean()-X	-0.013632036
1630	10	LAYING	tBodyGyro-mean()-X	-0.019555937
1631	11	LAYING	tBodyGyro-mean()-X	-0.019174384
1632	12	LAYING	tBodyGyro-mean()-X	-0.014654681
1633	13	LAYING	tBodyGyro-mean()-X	-0.0097361
1634	14	LAYING	tBodyGyro-mean()-X	0.005052212
1635	15	LAYING	tBodyGyro-mean()-X	-0.016830089
1636	16	LAYING	tBodyGyro-mean()-X	-0.016154541
1637	17	LAYING	tBodyGyro-mean()-X	-0.023475647
1638	18	LAYING	tBodyGyro-mean()-X	-0.025176181
1639	19	LAYING	tBodyGyro-mean()-X	-0.031207273
1640	20	LAYING	tBodyGyro-mean()-X	-0.023176062
1641	21	LAYING	tBodyGyro-mean()-X	-0.030512619
1642	22	LAYING	tBodyGyro-mean()-X	-0.020831137
1643	23	LAYING	tBodyGyro-mean()-X	-0.011339972
1644	24	LAYING	tBodyGyro-mean()-X	-0.014367993
1645	25	LAYING	tBodyGyro-mean()-X	0.003727235
1646	26	LAYING	tBodyGyro-mean()-X	-0.017065624
1647	27	LAYING	tBodyGyro-mean()-X	-0.019542733
1648	28	LAYING	tBodyGyro-mean()-X	-0.017367706
1649	29	LAYING	tBodyGyro-mean()-X	-0.0258281
1650	30	LAYING	tBodyGyro-mean()-X	-0.026781222
1651	1	SITTING	tBodyGyro-mean()-X	-0.045350057
1652	2	SITTING	tBodyGyro-mean()-X	-0.045470662
1653	3	SITTING	tBodyGyro-mean()-X	-0.03853652
1654	4	SITTING	tBodyGyro-mean()-X	-0.049443512
1655	5	SITTING	tBodyGyro-mean()-X	-0.042235521
1656	6	SITTING	tBodyGyro-mean()-X	-0.037244228
1657	7	SITTING	tBodyGyro-mean()-X	-0.049637972
1658	8	SITTING	tBodyGyro-mean()-X	-0.054739699
1659	9	SITTING	tBodyGyro-mean()-X	-0.042328877
1660	10	SITTING	tBodyGyro-mean()-X	-0.043243218
1661	11	SITTING	tBodyGyro-mean()-X	-0.039998492
1662	12	SITTING	tBodyGyro-mean()-X	-0.042415918
1663	13	SITTING	tBodyGyro-mean()-X	-0.035512486
1664	14	SITTING	tBodyGyro-mean()-X	-0.044040333
1665	15	SITTING	tBodyGyro-mean()-X	-0.037711113
1666	16	SITTING	tBodyGyro-mean()-X	-0.041201404
1667	17	SITTING	tBodyGyro-mean()-X	-0.042549159
1668	18	SITTING	tBodyGyro-mean()-X	-0.033305703
1669	19	SITTING	tBodyGyro-mean()-X	-0.021415128
1670	20	SITTING	tBodyGyro-mean()-X	-0.036405929
1671	21	SITTING	tBodyGyro-mean()-X	-0.019871282
1672	22	SITTING	tBodyGyro-mean()-X	-0.036043068
1673	23	SITTING	tBodyGyro-mean()-X	-0.047258346
1674	24	SITTING	tBodyGyro-mean()-X	-0.035622962
1675	25	SITTING	tBodyGyro-mean()-X	-0.035205209
1676	26	SITTING	tBodyGyro-mean()-X	-0.037021745
1677	27	SITTING	tBodyGyro-mean()-X	-0.037183082
1678	28	SITTING	tBodyGyro-mean()-X	-0.033901803
1679	29	SITTING	tBodyGyro-mean()-X	-0.037927111
1680	30	SITTING	tBodyGyro-mean()-X	-0.035842648
1681	1	STANDING	tBodyGyro-mean()-X	-0.023987735
1682	2	STANDING	tBodyGyro-mean()-X	-0.023862388
1683	3	STANDING	tBodyGyro-mean()-X	-0.024662607
1684	4	STANDING	tBodyGyro-mean()-X	-0.030644934
1685	5	STANDING	tBodyGyro-mean()-X	-0.03227119
1686	6	STANDING	tBodyGyro-mean()-X	-0.028251913
1687	7	STANDING	tBodyGyro-mean()-X	-0.029158221
1688	8	STANDING	tBodyGyro-mean()-X	-0.021967198
1689	9	STANDING	tBodyGyro-mean()-X	-0.029183136
1690	10	STANDING	tBodyGyro-mean()-X	-0.028185433
1691	11	STANDING	tBodyGyro-mean()-X	-0.029314152
1692	12	STANDING	tBodyGyro-mean()-X	-0.030003043
1693	13	STANDING	tBodyGyro-mean()-X	-0.029549216
1694	14	STANDING	tBodyGyro-mean()-X	-0.022088653
1695	15	STANDING	tBodyGyro-mean()-X	-0.026243356
1696	16	STANDING	tBodyGyro-mean()-X	-0.029933729
1697	17	STANDING	tBodyGyro-mean()-X	-0.026957694
1698	18	STANDING	tBodyGyro-mean()-X	-0.026587325
1699	19	STANDING	tBodyGyro-mean()-X	-0.025090574
1700	20	STANDING	tBodyGyro-mean()-X	-0.024133505
1701	21	STANDING	tBodyGyro-mean()-X	-0.01917319
1702	22	STANDING	tBodyGyro-mean()-X	-0.027520176
1703	23	STANDING	tBodyGyro-mean()-X	-0.032739775
1704	24	STANDING	tBodyGyro-mean()-X	-0.027861151
1705	25	STANDING	tBodyGyro-mean()-X	-0.024794675
1706	26	STANDING	tBodyGyro-mean()-X	-0.024534584
1707	27	STANDING	tBodyGyro-mean()-X	-0.026731654
1708	28	STANDING	tBodyGyro-mean()-X	-0.025328154
1709	29	STANDING	tBodyGyro-mean()-X	-0.027607557
1710	30	STANDING	tBodyGyro-mean()-X	-0.027613854
1711	1	WALKING	tBodyGyro-mean()-X	-0.041830964
1712	2	WALKING	tBodyGyro-mean()-X	-0.053025816
1713	3	WALKING	tBodyGyro-mean()-X	-0.025640519
1714	4	WALKING	tBodyGyro-mean()-X	-0.031798256
1715	5	WALKING	tBodyGyro-mean()-X	-0.04889199
1716	6	WALKING	tBodyGyro-mean()-X	-0.025509619
1717	7	WALKING	tBodyGyro-mean()-X	0.002288352
1718	8	WALKING	tBodyGyro-mean()-X	0.023508823
1719	9	WALKING	tBodyGyro-mean()-X	-0.08083606
1720	10	WALKING	tBodyGyro-mean()-X	0.010689498
1721	11	WALKING	tBodyGyro-mean()-X	-0.0426929
1722	12	WALKING	tBodyGyro-mean()-X	-0.104513671
1723	13	WALKING	tBodyGyro-mean()-X	-0.017420763
1724	14	WALKING	tBodyGyro-mean()-X	-0.003476551
1725	15	WALKING	tBodyGyro-mean()-X	-0.055488385
1726	16	WALKING	tBodyGyro-mean()-X	-0.015172191
1727	17	WALKING	tBodyGyro-mean()-X	-0.009222655
1728	18	WALKING	tBodyGyro-mean()-X	-0.039939972
1729	19	WALKING	tBodyGyro-mean()-X	-0.027497098
1730	20	WALKING	tBodyGyro-mean()-X	-0.023410423
1731	21	WALKING	tBodyGyro-mean()-X	-0.045932339
1732	22	WALKING	tBodyGyro-mean()-X	0.000777157
1733	23	WALKING	tBodyGyro-mean()-X	-0.063115687
1734	24	WALKING	tBodyGyro-mean()-X	-0.054512687
1735	25	WALKING	tBodyGyro-mean()-X	-0.015630538
1736	26	WALKING	tBodyGyro-mean()-X	-0.003340859
1737	27	WALKING	tBodyGyro-mean()-X	-0.085588357
1738	28	WALKING	tBodyGyro-mean()-X	-0.105896208
1739	29	WALKING	tBodyGyro-mean()-X	-0.007956682
1740	30	WALKING	tBodyGyro-mean()-X	-0.045950536
1741	1	WALKING_DOWNSTAIRS	tBodyGyro-mean()-X	-0.03507819
1742	2	WALKING_DOWNSTAIRS	tBodyGyro-mean()-X	-0.115947353
1743	3	WALKING_DOWNSTAIRS	tBodyGyro-mean()-X	-0.131573276
1744	4	WALKING_DOWNSTAIRS	tBodyGyro-mean()-X	-0.102838823
1745	5	WALKING_DOWNSTAIRS	tBodyGyro-mean()-X	-0.06829457
1746	6	WALKING_DOWNSTAIRS	tBodyGyro-mean()-X	-0.096083744
1747	7	WALKING_DOWNSTAIRS	tBodyGyro-mean()-X	-0.105409613
1748	8	WALKING_DOWNSTAIRS	tBodyGyro-mean()-X	-0.121189626
1749	9	WALKING_DOWNSTAIRS	tBodyGyro-mean()-X	-0.091638301
1750	10	WALKING_DOWNSTAIRS	tBodyGyro-mean()-X	-0.124839594
1751	11	WALKING_DOWNSTAIRS	tBodyGyro-mean()-X	-0.125068699
1752	12	WALKING_DOWNSTAIRS	tBodyGyro-mean()-X	-0.112531564
1753	13	WALKING_DOWNSTAIRS	tBodyGyro-mean()-X	-0.122672202
1754	14	WALKING_DOWNSTAIRS	tBodyGyro-mean()-X	-0.014707965
1755	15	WALKING_DOWNSTAIRS	tBodyGyro-mean()-X	-0.136618653
1756	16	WALKING_DOWNSTAIRS	tBodyGyro-mean()-X	-0.022537337
1757	17	WALKING_DOWNSTAIRS	tBodyGyro-mean()-X	0.067772839
1758	18	WALKING_DOWNSTAIRS	tBodyGyro-mean()-X	-0.057654866
1759	19	WALKING_DOWNSTAIRS	tBodyGyro-mean()-X	-0.205775427
1760	20	WALKING_DOWNSTAIRS	tBodyGyro-mean()-X	-0.111367748
1761	21	WALKING_DOWNSTAIRS	tBodyGyro-mean()-X	-0.126388024
1762	22	WALKING_DOWNSTAIRS	tBodyGyro-mean()-X	-0.077961121
1763	23	WALKING_DOWNSTAIRS	tBodyGyro-mean()-X	-0.057823019
1764	24	WALKING_DOWNSTAIRS	tBodyGyro-mean()-X	-0.086706901
1765	25	WALKING_DOWNSTAIRS	tBodyGyro-mean()-X	0.002991129
1766	26	WALKING_DOWNSTAIRS	tBodyGyro-mean()-X	-0.010752208
1767	27	WALKING_DOWNSTAIRS	tBodyGyro-mean()-X	-0.159826552
1768	28	WALKING_DOWNSTAIRS	tBodyGyro-mean()-X	-0.14109631
1769	29	WALKING_DOWNSTAIRS	tBodyGyro-mean()-X	-0.037412607
1770	30	WALKING_DOWNSTAIRS	tBodyGyro-mean()-X	-0.07455913
1771	1	WALKING_UPSTAIRS	tBodyGyro-mean()-X	0.05054938
1772	2	WALKING_UPSTAIRS	tBodyGyro-mean()-X	-0.057691263
1773	3	WALKING_UPSTAIRS	tBodyGyro-mean()-X	0.072198031
1774	4	WALKING_UPSTAIRS	tBodyGyro-mean()-X	0.03938252
1775	5	WALKING_UPSTAIRS	tBodyGyro-mean()-X	0.039519112
1776	6	WALKING_UPSTAIRS	tBodyGyro-mean()-X	-0.076740683
1777	7	WALKING_UPSTAIRS	tBodyGyro-mean()-X	-0.138778108
1778	8	WALKING_UPSTAIRS	tBodyGyro-mean()-X	0.192704476
1779	9	WALKING_UPSTAIRS	tBodyGyro-mean()-X	-0.16396719
1780	10	WALKING_UPSTAIRS	tBodyGyro-mean()-X	0.073344717
1781	11	WALKING_UPSTAIRS	tBodyGyro-mean()-X	-0.08209097
1782	12	WALKING_UPSTAIRS	tBodyGyro-mean()-X	-0.09312341
1783	13	WALKING_UPSTAIRS	tBodyGyro-mean()-X	-0.138293762
1784	14	WALKING_UPSTAIRS	tBodyGyro-mean()-X	0.081384169
1785	15	WALKING_UPSTAIRS	tBodyGyro-mean()-X	0.090334003
1786	16	WALKING_UPSTAIRS	tBodyGyro-mean()-X	0.071840888
1787	17	WALKING_UPSTAIRS	tBodyGyro-mean()-X	-0.030425057
1788	18	WALKING_UPSTAIRS	tBodyGyro-mean()-X	-0.047068392
1789	19	WALKING_UPSTAIRS	tBodyGyro-mean()-X	0.038853709
1790	20	WALKING_UPSTAIRS	tBodyGyro-mean()-X	0.065919326
1791	21	WALKING_UPSTAIRS	tBodyGyro-mean()-X	0.062608689
1792	22	WALKING_UPSTAIRS	tBodyGyro-mean()-X	0.134978808
1793	23	WALKING_UPSTAIRS	tBodyGyro-mean()-X	0.095794025
1794	24	WALKING_UPSTAIRS	tBodyGyro-mean()-X	0.088316377
1795	25	WALKING_UPSTAIRS	tBodyGyro-mean()-X	0.055612192
1796	26	WALKING_UPSTAIRS	tBodyGyro-mean()-X	-0.024795083
1797	27	WALKING_UPSTAIRS	tBodyGyro-mean()-X	-0.094034489
1798	28	WALKING_UPSTAIRS	tBodyGyro-mean()-X	-0.129362971
1799	29	WALKING_UPSTAIRS	tBodyGyro-mean()-X	0.093198946
1800	30	WALKING_UPSTAIRS	tBodyGyro-mean()-X	-0.003559746
1801	1	LAYING	tBodyGyro-mean()-Y	-0.064486124
1802	2	LAYING	tBodyGyro-mean()-Y	-0.111800825
1803	3	LAYING	tBodyGyro-mean()-Y	-0.071850716
1804	4	LAYING	tBodyGyro-mean()-Y	-0.093012818
1805	5	LAYING	tBodyGyro-mean()-Y	-0.07987096
1806	6	LAYING	tBodyGyro-mean()-Y	-0.107218315
1807	7	LAYING	tBodyGyro-mean()-Y	-0.133605695
1808	8	LAYING	tBodyGyro-mean()-Y	-0.089137414
1809	9	LAYING	tBodyGyro-mean()-Y	-0.15890292
1810	10	LAYING	tBodyGyro-mean()-Y	-0.077032566
1811	11	LAYING	tBodyGyro-mean()-Y	-0.04155999
1812	12	LAYING	tBodyGyro-mean()-Y	-0.083553735
1813	13	LAYING	tBodyGyro-mean()-Y	-0.09662507
1814	14	LAYING	tBodyGyro-mean()-Y	-0.153423808
1815	15	LAYING	tBodyGyro-mean()-Y	-0.061970087
1816	16	LAYING	tBodyGyro-mean()-Y	-0.113675061
1817	17	LAYING	tBodyGyro-mean()-Y	-0.094458019
1818	18	LAYING	tBodyGyro-mean()-Y	-0.083758731
1819	19	LAYING	tBodyGyro-mean()-Y	-0.095262801
1820	20	LAYING	tBodyGyro-mean()-Y	-0.095489963
1821	21	LAYING	tBodyGyro-mean()-Y	-0.113800486
1822	22	LAYING	tBodyGyro-mean()-Y	-0.092572312
1823	23	LAYING	tBodyGyro-mean()-Y	-0.105052917
1824	24	LAYING	tBodyGyro-mean()-Y	-0.095553805
1825	25	LAYING	tBodyGyro-mean()-Y	-0.071640173
1826	26	LAYING	tBodyGyro-mean()-Y	-0.090322923
1827	27	LAYING	tBodyGyro-mean()-Y	-0.095783957
1828	28	LAYING	tBodyGyro-mean()-Y	-0.097448734
1829	29	LAYING	tBodyGyro-mean()-Y	-0.076181436
1830	30	LAYING	tBodyGyro-mean()-Y	-0.076147635
1831	1	SITTING	tBodyGyro-mean()-Y	-0.091924155
1832	2	SITTING	tBodyGyro-mean()-Y	-0.05992868
1833	3	SITTING	tBodyGyro-mean()-Y	-0.075241003
1834	4	SITTING	tBodyGyro-mean()-Y	-0.089430061
1835	5	SITTING	tBodyGyro-mean()-Y	-0.083548408
1836	6	SITTING	tBodyGyro-mean()-Y	-0.08990833
1837	7	SITTING	tBodyGyro-mean()-Y	-0.033611965
1838	8	SITTING	tBodyGyro-mean()-Y	-0.095508924
1839	9	SITTING	tBodyGyro-mean()-Y	-0.041427118
1840	10	SITTING	tBodyGyro-mean()-Y	-0.06799936
1841	11	SITTING	tBodyGyro-mean()-Y	-0.075528448
1842	12	SITTING	tBodyGyro-mean()-Y	-0.07519804
1843	13	SITTING	tBodyGyro-mean()-Y	-0.09026874
1844	14	SITTING	tBodyGyro-mean()-Y	-0.071347828
1845	15	SITTING	tBodyGyro-mean()-Y	-0.080342876
1846	16	SITTING	tBodyGyro-mean()-Y	-0.057452543
1847	17	SITTING	tBodyGyro-mean()-Y	-0.066924593
1848	18	SITTING	tBodyGyro-mean()-Y	-0.068579634
1849	19	SITTING	tBodyGyro-mean()-Y	-0.052020789
1850	20	SITTING	tBodyGyro-mean()-Y	-0.065068935
1851	21	SITTING	tBodyGyro-mean()-Y	-0.06530775
1852	22	SITTING	tBodyGyro-mean()-Y	-0.079361744
1853	23	SITTING	tBodyGyro-mean()-Y	-0.068432555
1854	24	SITTING	tBodyGyro-mean()-Y	-0.07501327
1855	25	SITTING	tBodyGyro-mean()-Y	-0.074800271
1856	26	SITTING	tBodyGyro-mean()-Y	-0.08406485
1857	27	SITTING	tBodyGyro-mean()-Y	-0.079734565
1858	28	SITTING	tBodyGyro-mean()-Y	-0.067394385
1859	29	SITTING	tBodyGyro-mean()-Y	-0.075579767
1860	30	SITTING	tBodyGyro-mean()-Y	-0.074353558
1861	1	STANDING	tBodyGyro-mean()-Y	-0.059397221
1862	2	STANDING	tBodyGyro-mean()-Y	-0.082039658
1863	3	STANDING	tBodyGyro-mean()-Y	-0.058510192
1864	4	STANDING	tBodyGyro-mean()-Y	-0.061824851
1865	5	STANDING	tBodyGyro-mean()-Y	-0.050987505
1866	6	STANDING	tBodyGyro-mean()-Y	-0.058982364
1867	7	STANDING	tBodyGyro-mean()-Y	-0.077433644
1868	8	STANDING	tBodyGyro-mean()-Y	-0.028011763
1869	9	STANDING	tBodyGyro-mean()-Y	-0.060810158
1870	10	STANDING	tBodyGyro-mean()-Y	-0.087682049
1871	11	STANDING	tBodyGyro-mean()-Y	-0.076546504
1872	12	STANDING	tBodyGyro-mean()-Y	-0.070008375
1873	13	STANDING	tBodyGyro-mean()-Y	-0.075320524
1874	14	STANDING	tBodyGyro-mean()-Y	-0.055810883
1875	15	STANDING	tBodyGyro-mean()-Y	-0.065963752
1876	16	STANDING	tBodyGyro-mean()-Y	-0.068667733
1877	17	STANDING	tBodyGyro-mean()-Y	-0.077063213
1878	18	STANDING	tBodyGyro-mean()-Y	-0.073226013
1879	19	STANDING	tBodyGyro-mean()-Y	-0.063142983
1880	20	STANDING	tBodyGyro-mean()-Y	-0.069830892
1881	21	STANDING	tBodyGyro-mean()-Y	-0.073811587
1882	22	STANDING	tBodyGyro-mean()-Y	-0.069006769
1883	23	STANDING	tBodyGyro-mean()-Y	-0.065226479
1884	24	STANDING	tBodyGyro-mean()-Y	-0.069254667
1885	25	STANDING	tBodyGyro-mean()-Y	-0.069887685
1886	26	STANDING	tBodyGyro-mean()-Y	-0.073138576
1887	27	STANDING	tBodyGyro-mean()-Y	-0.06750712
1888	28	STANDING	tBodyGyro-mean()-Y	-0.073900165
1889	29	STANDING	tBodyGyro-mean()-Y	-0.072106068
1890	30	STANDING	tBodyGyro-mean()-Y	-0.067033438
1891	1	WALKING	tBodyGyro-mean()-Y	-0.069530046
1892	2	WALKING	tBodyGyro-mean()-Y	-0.048238232
1893	3	WALKING	tBodyGyro-mean()-Y	-0.077915094
1894	4	WALKING	tBodyGyro-mean()-Y	-0.072690528
1895	5	WALKING	tBodyGyro-mean()-Y	-0.069013525
1896	6	WALKING	tBodyGyro-mean()-Y	-0.074446247
1897	7	WALKING	tBodyGyro-mean()-Y	-0.083711372
1898	8	WALKING	tBodyGyro-mean()-Y	-0.095791791
1899	9	WALKING	tBodyGyro-mean()-Y	-0.062559871
1900	10	WALKING	tBodyGyro-mean()-Y	-0.081954078
1901	11	WALKING	tBodyGyro-mean()-Y	-0.070510497
1902	12	WALKING	tBodyGyro-mean()-Y	-0.034429108
1903	13	WALKING	tBodyGyro-mean()-Y	-0.07984725
1904	14	WALKING	tBodyGyro-mean()-Y	-0.082968285
1905	15	WALKING	tBodyGyro-mean()-Y	-0.061242788
1906	16	WALKING	tBodyGyro-mean()-Y	-0.069595569
1907	17	WALKING	tBodyGyro-mean()-Y	-0.083977334
1908	18	WALKING	tBodyGyro-mean()-Y	-0.061372736
1909	19	WALKING	tBodyGyro-mean()-Y	-0.075156933
1910	20	WALKING	tBodyGyro-mean()-Y	-0.074105055
1911	21	WALKING	tBodyGyro-mean()-Y	-0.059029444
1912	22	WALKING	tBodyGyro-mean()-Y	-0.096088073
1913	23	WALKING	tBodyGyro-mean()-Y	-0.064019792
1914	24	WALKING	tBodyGyro-mean()-Y	-0.065843588
1915	25	WALKING	tBodyGyro-mean()-Y	-0.082076807
1916	26	WALKING	tBodyGyro-mean()-Y	-0.084150765
1917	27	WALKING	tBodyGyro-mean()-Y	-0.036534816
1918	28	WALKING	tBodyGyro-mean()-Y	-0.017282217
1919	29	WALKING	tBodyGyro-mean()-Y	-0.081960153
1920	30	WALKING	tBodyGyro-mean()-Y	-0.064917093
1921	1	WALKING_DOWNSTAIRS	tBodyGyro-mean()-Y	-0.090937129
1922	2	WALKING_DOWNSTAIRS	tBodyGyro-mean()-Y	-0.004823292
1923	3	WALKING_DOWNSTAIRS	tBodyGyro-mean()-Y	-0.013935804
1924	4	WALKING_DOWNSTAIRS	tBodyGyro-mean()-Y	-0.070402595
1925	5	WALKING_DOWNSTAIRS	tBodyGyro-mean()-Y	-0.0707806
1926	6	WALKING_DOWNSTAIRS	tBodyGyro-mean()-Y	-0.034178221
1927	7	WALKING_DOWNSTAIRS	tBodyGyro-mean()-Y	-0.049717461
1928	8	WALKING_DOWNSTAIRS	tBodyGyro-mean()-Y	-0.050076017
1929	9	WALKING_DOWNSTAIRS	tBodyGyro-mean()-Y	-0.071259884
1930	10	WALKING_DOWNSTAIRS	tBodyGyro-mean()-Y	-0.106742539
1931	11	WALKING_DOWNSTAIRS	tBodyGyro-mean()-Y	-0.026277535
1932	12	WALKING_DOWNSTAIRS	tBodyGyro-mean()-Y	-0.042733669
1933	13	WALKING_DOWNSTAIRS	tBodyGyro-mean()-Y	-0.023720572
1934	14	WALKING_DOWNSTAIRS	tBodyGyro-mean()-Y	-0.094528841
1935	15	WALKING_DOWNSTAIRS	tBodyGyro-mean()-Y	-0.034675573
1936	16	WALKING_DOWNSTAIRS	tBodyGyro-mean()-Y	-0.068264793
1937	17	WALKING_DOWNSTAIRS	tBodyGyro-mean()-Y	-0.123517196
1938	18	WALKING_DOWNSTAIRS	tBodyGyro-mean()-Y	-0.063621434
1939	19	WALKING_DOWNSTAIRS	tBodyGyro-mean()-Y	0.027470756
1940	20	WALKING_DOWNSTAIRS	tBodyGyro-mean()-Y	0.01390234
1941	21	WALKING_DOWNSTAIRS	tBodyGyro-mean()-Y	0.01621453
1942	22	WALKING_DOWNSTAIRS	tBodyGyro-mean()-Y	-0.069715446
1943	23	WALKING_DOWNSTAIRS	tBodyGyro-mean()-Y	-0.085307746
